id,compound_word,word1,word2,sandhi_type,rule_id
6936,तृतीयोऽपि,तृतीयः,अपि,visarga,4139.0
6937,चतुर्थोऽपि,चतुर्थः,अपि,visarga,4140.0
6938,यावद्वा,यावत्,वा,consonant,4141.0
6939,स्थितो यश्च,स्थितः,यः,visarga,4143.0
6940,नवैकादश,नव,एकादश,vowel,4145.0
6941,पुनरास्थापनं,पुनः,आस्थापनं,visarga,4146.0
6942,त्रयस्ते,त्रयः,ते,visarga,4147.0
6943,दोषश्चतुर्थोऽस्ति,दोषः,चतुर्थः,visarga,4148.0
6944,त्रिधैव,त्रिधा,एव,vowel,4149.0
6945,स्नेहोऽन्ते,स्नेहः,अन्ते,visarga,4150.0
6946,नैकमेवाति,न,एकम्,consonant,4151.0
6947,तस्मान्निरूढः,तस्मात्,निरूढः,consonant,4152.0
6948,तन्नेत्रं,तत्,नेत्रं,consonant,4153.0
6949,स्याद् द्व्यङ्गुलं,स्यात्,द्व्यङ्गुलं,consonant,4154.0
6950,शुक्तिरेव,शुक्तिः,एव,visarga,4155.0
6951,भेषजमस्ति,भेषजम्,अस्ति,consonant,4156.0
6952,चिकित्साऽपि,चिकित्सा,अपि,vowel,4157.0
6953,विंशोऽध्यायः,विंशः,अध्यायः,visarga,4158.0
6954,त्रिधाऽपि,त्रिधा,अपि,vowel,4159.0
6955,मर्शश्च,मर्शः,च,visarga,4160.0
6956,स्नेहोऽत्र,स्नेहः,अत्र,visarga,4161.0
6957,शनैरुच्छिद्य,शनैः,उच्छिद्य,visarga,4163.0
6958,तैलमेव,तैलम्,एव,consonant,4166.0
6959,विशेषो न,विशेषः,न,visarga,4167.0
6960,स्निग्धो मध्यः,स्निग्धः,मध्यः,visarga,4171.0
6961,स तीक्ष्णश्च,सः,तीक्ष्णः,visarga,4172.0
6962,तीक्ष्णश्च,तीक्ष्णः,च,visarga,4173.0
6963,धूमस्तु,धूमः,तु,visarga,4174.0
6964,द्विर्मध्यं,द्विः,मध्यं,visarga,4175.0
6965,पूतिर्गन्धः,पूतिः,गन्धः,visarga,4176.0
6966,त्रयस्तत्र,त्रयः,तत्र,visarga,4177.0
6967,स्निग्धोऽत्र,स्निग्धः,अत्र,visarga,4178.0
6968,रसो मूत्रं,रसः,मूत्रं,visarga,4179.0
6969,तत्राभ्यङ्गः,तत्र,अभ्यङ्गः,vowel,4181.0
6970,स्यान्मार्दवं,स्यात्,मार्दवं,consonant,4182.0
6971,अथाञ्जनं,अथ,अञ्जनं,vowel,4183.0
6972,उपघातोऽपि,उपघातः,अपि,visarga,4185.0
6973,ततो वामं,ततः,वामं,visarga,4187.0
6974,ततो द्वारं,ततः,द्वारं,visarga,4188.0
6975,दृष्टिर्हि,दृष्टिः,हि,visarga,4189.0
6976,दृष्टिश्च,दृष्टिः,च,visarga,4190.0
6977,जगच्च,जगत्,च,consonant,4191.0
6978,मध्येऽस्य,मध्ये,अस्य,vowel,4193.0
6979,यन्त्रमर्शः,यन्त्रम्,अर्शः,consonant,4194.0
6980,दीप्तोऽन्तः,दीप्तः,अन्तः,visarga,4195.0
6981,नतोऽग्रे,नतः,अग्रे,visarga,4196.0
6982,पादो भयं,पादः,भयं,visarga,4197.0
6983,हर्षश्च,हर्षः,च,visarga,4198.0
6984,धनुर्वक्रा,धनुः,वक्रा,visarga,4200.0
6985,व्यधो मन्थो मन्थो ग्रहो ग्रहो दाहश्च,व्यधः,मन्थः,visarga,4201.0
6986,दाहश्च,दाहः,च,visarga,4202.0
6987,जलौकसस्तु,जलौकसः,तु,visarga,4203.0
6988,पुनश्चाश्वासित,पुनः,च,consonant,4204.0
6989,अन्यत्रान्यत्र,अन्यत्र,अन्यत्र,vowel,4205.0
6990,शोफस्तं,शोफः,तं,visarga,4206.0
6991,धिर्नाम,धिः,नाम,visarga,4207.0
6992,प्रायो दूष्यते,प्रायः,दूष्यते,visarga,4209.0
6993,सम्यग्विद्धा,सम्यक्,विद्धा,consonant,4211.0
6994,वहत्यल्पं,वहति,अल्पं,vowel,4212.0
6995,तदिति,तत्,इति,consonant,4213.0
6996,स्निग्धमसृक्पाण्डु,स्निग्धम्,असृक्,consonant,4214.0
6997,स्याद्दारुणा,स्यात्,दारुणा,consonant,4215.0
6998,शनैर्यन्त्रमपनीय,शनैः,यन्त्रम्,consonant,4216.0
6999,किञ्चिद्धि,किञ्चित्,हि,consonant,4217.0
7000,पुनर्न,पुनः,न,visarga,4219.0
7001,चासन्,च,आसन्,vowel,4222.0
7002,परितश्च,परितः,च,visarga,4223.0
7003,कश्चिन्नरो वा,कश्चित्,नरः,consonant,4226.0
7004,सुमन्त्रश्चाष्टमोऽभवत्,सुमन्त्रः,च,consonant,4228.0
7005,वशिष्ठो वामदेवश्च,वशिष्ठः,वामदेवः,visarga,4229.0
7006,वामदेवश्च,वामदेवः,च,visarga,4230.0
7007,सुमन्त्रो मुख्यो मुख्यो मन्त्री,सुमन्त्रः,मुख्यः,visarga,4231.0
7008,मुनिर्वशिष्ठश्च,मुनिः,वशिष्ठः,visarga,4232.0
7009,पुत्रो नाभवत्,पुत्रः,न,consonant,4234.0
7010,नाभवत्,न,अभवत्,vowel,4235.0
7011,गुरुर्वशिष्ठः,गुरुः,वशिष्ठः,visarga,4236.0
7012,कथमस्य,कथम्,अस्य,consonant,4237.0
7013,खल्वेषोऽपायः,खलु,एषः,consonant,4238.0
7014,उपायस्तु,उपायः,तु,visarga,4239.0
7015,पुत्रस्ते,पुत्रः,ते,visarga,4241.0
7016,स हिरण्यं,सः,हिरण्यं,visarga,4242.0
7017,खाच्च्युता,खात्,च्युता,consonant,4243.0
7018,उत्सवश्च,उत्सवः,च,visarga,4244.0
7019,स चतुरो चतुरो धीरो धीरो वीरो वीरो बलवान्,सः,चतुरः,visarga,4246.0
7020,अथैकदा,अथ,एकदा,vowel,4247.0
7021,दशरथश्च,दशरथः,च,visarga,4248.0
7022,ततो रामो रामो महायशाः,ततः,रामः,visarga,4249.0
7023,राममाह,रामम्,आह,consonant,4250.0
7024,विश्वामित्रश्च,विश्वामित्रः,च,visarga,4251.0
7025,लोकेऽभवत्,लोके,अभवत्,vowel,4253.0
7026,ततो विश्वामित्रः,ततः,विश्वामित्रः,visarga,4256.0
7027,ततो रामः,ततः,रामः,visarga,4258.0
7028,गौतमोऽपि,गौतमः,अपि,visarga,4259.0
7029,समेतो गुरुर्विश्वामित्रः,समेतः,गुरुः,visarga,4261.0
7030,गुरुर्विश्वामित्रः,गुरुः,विश्वामित्रः,visarga,4262.0
7031,गुरुर्विश्वामित्रोऽपि,गुरुः,विश्वामित्रः,visarga,4263.0
7032,वीरो यः,वीरः,यः,visarga,4265.0
7033,रावणोऽपि,रावणः,अपि,visarga,4266.0
7034,प्रभुरभवत्,प्रभुः,भवत्,visarga,4268.0
7035,नेदं,न,इदं,vowel,4269.0
7036,धनुरिदं,धनुः,इदं,visarga,4270.0
7037,विवाहोऽभवत्,विवाहः,अभवत्,visarga,4272.0
7038,शत्रुघ्नश्च,शत्रुघ्नः,च,visarga,4273.0
7039,दशरथोऽपि,दशरथः,अपि,visarga,4274.0
7040,क्वास्ते,क्व,आस्ते,vowel,4275.0
7041,भयभीतोऽभवत्,भयभीतः,अभवत्,visarga,4276.0
7042,रामश्चाग्रतो गत्वा,रामः,च,consonant,4277.0
7043,कृतापराधस्त्वम्,कृत,अपराधः,consonant,4278.0
7044,सज्जो भव,सज्जः,भव,visarga,4279.0
7045,शत्रुरस्मि,शत्रुः,अस्मि,visarga,4280.0
7046,परशुरामश्च,परशुरामः,च,visarga,4281.0
7047,पराजितोऽभवत्,पराजितः,अभवत्,visarga,4282.0
7048,चामन्त्र्य,च,आमन्त्र्य,vowel,4283.0
7049,प्रीतिरेषा,प्रीतिः,एषा,visarga,4284.0
7050,रामो राजा,रामः,राजा,visarga,4285.0
7051,चिन्तितमिति,चिन्तितम्,इति,consonant,4287.0
7052,स रामं,सः,रामं,visarga,4288.0
7053,पुत्रो राजा,पुत्रः,राजा,visarga,4290.0
7054,नृपस्तु,नृपः,तु,visarga,4291.0
7055,भरतो राजा,भरतः,राजा,visarga,4293.0
7056,रामश्चतुर्दश,रामः,चतुर्दश,visarga,4294.0
7057,विषमिव,विषम्,इव,consonant,4295.0
7058,प्रवृत्तो वृत्तान्तः,प्रवृत्तः,वृत्तान्तः,visarga,4296.0
7059,रामचन्द्रस्तु,रामचन्द्रः,तु,visarga,4297.0
7060,तत्परोऽभवत्,तत्परः,अभवत्,visarga,4299.0
7061,जगदिदम्,जगत्,इदम्,consonant,4300.0
7062,तत्रैवेदानीं,तत्र,एव,vowel,4301.0
7063,वशिष्ठश्च,वशिष्ठः,च,visarga,4302.0
7064,स राज्यं,सः,राज्यं,visarga,4303.0
